id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,weighted_rating,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
13378,tt0424279,Mickey's Twice Upon a Christmas,Mickey's Twice Upon a Christmas,2004,2004-01-01,68.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios""]","[""United States of America""]","[""English""]",Mickey's Upon a Christmas Collection,5.512528,7.1,58,6.3451,0,0,"Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship.",,Released,en,False,False,"[""holiday"",""woman director""]",True
13380,tt0089731,One Magic Christmas,One Magic Christmas,1985,1985-11-22,88.0,"[""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Telefilm Canada"",""Silver Screen Partners II""]","[""Canada"",""United States of America""]","[""English"",""Italiano""]",,11.890036,5.7,15,6.1754,0,0,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",,Released,en,False,False,"[""holiday"",""mother daughter relationship"",""christmas""]",False
13417,tt0401398,Kronk's New Groove,Kronk's New Groove,2005,2005-12-05,72.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Toon City""]","[""United States of America""]","[""English""]",The Emperor's New Groove Collection,7.680092,6.0,233,6.1121,0,0,"Kronk, now chef and Head Delivery Boy of Mudka's Meat Hut, is fretting over the upcoming visit of his father. Kronk's father always disapproved of young Kronk's culinary interests and wished that Kronk instead would settle down with a wife and a large house on a hill.",,Released,en,False,False,"[""competition"",""friendship"",""sequel"",""kids and family""]",True
13493,tt0997047,College Road Trip,College Road Trip,2008,2008-03-07,83.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,6.640014,5.0,91,5.9201,0,68397662,"When an overachieving high school student decides to travel around the country to choose the perfect college, her overprotective cop father also decides to accompany her in order to keep her on the straight and narrow.",,Released,en,False,False,"[""road trip""]",True
13654,tt0324941,101 Dalmatians II: Patch's London Adventure,101 Dalmatians II: Patch's London Adventure,2003,2003-01-21,70.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Television Animation""]","[""United States of America""]","[""English""]",101 Dalmatians (Animated) Collection,10.398905,5.7,231,5.982,0,0,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",A New Hero Unleashed.,Released,en,False,False,"[""sequel"",""number in title"",""dog"",""dalmatian"",""aftercreditsstinger""]",False
13680,tt0492956,The Game Plan,The Game Plan,2007,2007-09-28,110.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Mayhem Pictures"",""Monkey Dance Productions""]","[""United States of America""]","[""English""]",,9.627676,6.0,434,6.0814,22000000,147880543,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.","Half his size, twice the trouble ... and she's moving in.",Released,en,False,False,"[""american football"",""bachelor"",""sports team"",""sport"",""aerobics"",""tween girl"",""publicist""]",True
13682,tt0407121,Pooh's Heffalump Movie,Pooh's Heffalump Movie,2005,2005-02-11,68.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,10.096263,6.3,91,6.2226,0,0,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",There's something new in the Hundred Acre Wood.,Released,en,False,False,[],True
13691,tt0323642,Piglet's Big Movie,Piglet's Big Movie,2003,2003-03-16,75.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,8.516475,6.1,76,6.1791,0,0,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",A tale you'll never forget.,Released,en,False,False,[],True
13700,tt0299172,Home on the Range,Home on the Range,2004,2004-04-02,76.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""普通话"",""English""]",,8.555544,5.7,405,5.9124,110000000,103951461,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",Bust a Moo,Released,en,False,False,"[""farm"",""cow"",""animal""]",False
13761,tt0143808,Pocahontas II: Journey to a New World,Pocahontas II: Journey to a New World,1998,1998-08-04,72.0,"[""Adventure"",""Animation"",""Romance"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Pocahontas Collection,8.763892,4.9,297,5.5528,0,0,"When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",,Released,en,False,False,[],True
13767,tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause 3: The Escape Clause,2006,2006-11-01,98.0,"[""Comedy"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Boxing Cat Films"",""Outlaw Productions (I)"",""Santa Frost Productions""]","[""United States of America""]","[""English""]",The Santa Clause Collection,6.829528,5.0,241,5.665,12000000,84500122,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.",His time at the North Pole is about to go South.,Released,en,False,False,"[""holiday"",""sequel"",""duringcreditsstinger"",""christmas""]",True
13768,tt0283084,Tuck Everlasting,Tuck Everlasting,2002,2002-10-11,90.0,"[""Drama"",""Family"",""Fantasy"",""Romance"",""Science Fiction""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Français""]",,5.951492,6.4,133,6.2608,15000000,19158074,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.","If you could choose to live forever, would you?",Released,en,False,False,"[""fountain of youth"",""based on novel"",""secret"",""immortality"",""forest"",""woods"",""teenage crush"",""teenage girl"",""teenage boy"",""mysterious stranger""]",True
13836,tt1075417,Race to Witch Mountain,Race to Witch Mountain,2009,2009-03-12,98.0,"[""Adventure"",""Family"",""Fantasy"",""Science Fiction"",""Thriller"",""Action""]","[""Walt Disney Pictures"",""Gunn Films""]","[""United States of America""]","[""English""]",,8.176147,5.4,520,5.6924,50000000,106303988,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",The race is on,Released,en,False,False,"[""mountain"",""spacecraft"",""laser"",""teleportation"",""telekinesis"",""alien"",""military"",""duringcreditsstinger"",""supernatural power""]",True
13850,tt0038969,Song of the South,Song of the South,1946,1946-11-12,91.0,"[""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,4.045635,6.9,69,6.3302,0,0,Uncle Remus draws upon his tales of Brer Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,Here Comes The Zip-A-Dee-Doo-Dah Show!,Released,en,False,False,"[""southern""]",False
13962,tt0109287,Blank Check,Blank Check,1994,1994-02-11,93.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,12.960346,5.1,87,5.9521,13000000,0,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",Quick thinking landed him a million bucks... now everybody's after it!,Released,en,False,False,[],False
13965,tt0095993,Return to Snowy River,Return to Snowy River,1988,1988-03-24,110.0,"[""Adventure"",""Drama"",""Action"",""Western"",""Family""]","[""Walt Disney Pictures"",""Burrowes Film Group"",""Hoyts Film Partnership""]","[""Australia""]","[""English""]",The Man From Snowy River Collection,0.652283,6.0,10,6.1927,0,0,"After a few years trying to earn money to marry Jessica Harrison (Sigrid Thornton), Jim Craig (Tom Burlinson) returns to Snowy River. But he finds that a lot of things have changed.",The man is back!,Released,en,False,False,"[""horseback riding"",""horse"",""horse whisperer"",""australia"",""sequel""]",True
14160,tt1049413,Up,Up,2009,2009-05-13,96.0,"[""Animation"",""Comedy"",""Family"",""Adventure""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,19.330884,7.8,7048,7.7346,175000000,735099082,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",,Released,en,False,False,"[""age difference"",""central and south america"",""balloon"",""animation"",""floating in the air"",""duringcreditsstinger"",""exploring""]",True
14405,tt1014775,Beverly Hills Chihuahua,Beverly Hills Chihuahua,2008,2008-10-03,91.0,"[""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Beverly Hills Chihuahua Collection,9.569765,4.9,217,5.6539,20000000,149281606,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",50% Warrior. 50% Lover. 100% Chihuahua.,Released,en,False,False,"[""dog dirt"",""chihuahua"",""pinata"",""potted plant"",""duringcreditsstinger""]",True
